DBN,NAME,TYPE,GRADES,DISTRICT,TEL,WEBSITE,SUBWAY,BUS,URL,LAT,LON,address
21K303,I.S. 303 Herbert S. Eisenberg,Junior High-Intermediate-Middle,"06,07,08,SE","21",718-996-0100,https://www.schools.nyc.gov/Find-a-School,"Q to West 8th St - NY Aquarium; Q to Ocean Parkway; F to Neptune Ave-Van Siclen","B1, B36, B4, B68, S54, S61, S62, S66, S91, S92, S93, X10, X10B, X11, X12, X42",https://tools.nycenet.edu/snapshot/2019/21K303/EMS,40.58234,-73.97202,"501 West Avenue, Brooklyn NY 11224"
21K303,I.S. 303 Herbert S. Eisenberg,Junior High-Intermediate-Middle,"06,07,08,SE","21",718-996-0100,https://www.schools.nyc.gov/Find-a-School,"Q to West 8th St - NY Aquarium; Q to Ocean Parkway; F to Neptune Ave-Van Siclen","B1, B36, B4, B68, S54, S61, S62, S66, S91, S92, S93, X10, X10B, X11, X12, X42",https://tools.nycenet.edu/snapshot/2019/21K303/EMS,40.582398,-73.971804,"501 West Avenue, Brooklyn NY 11224"
16K308,P.S. 308 Clara Cardwell,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","16",718-571-6960,https://www.schools.nyc.gov/Find-a-School,J to Kosciusko St,"B15, B26, B38, B43, B46, B46-SBS, B47, B52, Q24",https://tools.nycenet.edu/snapshot/2019/16K308/EMS,40.688526,-73.935712,"616 Quincy Street, Brooklyn NY 11221"
13K313,Dock Street School for STEAM Studies,Junior High-Intermediate-Middle,"06,07,08,SE","13",718-834-6774,https://www.dockstreetschool.nyc,"F to York St; A, C to High St; 2, 3 to Clark St","B103, B25, B26, B38, B52, B67, B69, X14, X2, X42, X5",https://tools.nycenet.edu/snapshot/2019/13K313/EMS,40.702829,-73.991939,"19 Dock Street, Brooklyn NY 11201"
14K318,I.S. 318 Eugenio Maria De Hostos,Junior High-Intermediate-Middle,"06,07,08,SE","14",718-782-0589,https://www.is318.com,"J, M to Lorimer St; G to Broadway","B15, B43, B44, B44-SBS, B46, B47, B48, B57, B60",https://tools.nycenet.edu/snapshot/2019/14K318/EMS,40.702878,-73.948925,"101 Walton Street, Brooklyn NY 11206"
23K323,P.S./I.S. 323,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","23",718-495-7781,https://www.schools.nyc.gov/Find-a-School,3 to Rockaway Ave,"B12, B14, B60, B7",https://tools.nycenet.edu/snapshot/2019/23K323/EMS,40.66636,-73.911019,"210 Chester Street, Brooklyn NY 11212"
17K340,I.S. 340,Junior High-Intermediate-Middle,"06,07,08,SE","17",718-857-5516,https://www.schools.nyc.gov/Find-a-School,"B, Q to 7th Ave; 2, 3 to Grand Army Plaza","B41, B45, B65, B67, B69",https://tools.nycenet.edu/snapshot/2019/17K340/EMS,40.676618,-73.970409,"227 Sterling Place, Brooklyn NY 11238"
32K347,I.S. 347 School of Humanities,Junior High-Intermediate-Middle,"06,07,08,SE","32",718-821-4248,https://www.schools.nyc.gov/Find-a-School,"M to Central Ave; L to Morgan Ave; J, Z to Myrtle Ave","B13, B38, B46, B47, B54, B57, B60",https://tools.nycenet.edu/snapshot/2019/32K347/EMS,40.700617,-73.927941,"35 Starr Street, Brooklyn NY 11221"
32K349,"I.S. 349 Math, Science & Tech.",Junior High-Intermediate-Middle,"06,07,08,09,SE","32",718-418-6389,https://www.schools.nyc.gov/Find-a-School,"M to Central Ave; L to Morgan Ave; J, Z to Myrtle Ave","B13, B38, B46, B47, B54, B57, B60",https://tools.nycenet.edu/snapshot/2019/32K349/EMS,40.700972,-73.927652,"35 Starr Street, Brooklyn NY 11221"
13K351,The Urban Assembly Unison School,Junior High-Intermediate-Middle,"06,07,08,SE","13",718-399-1061,https://www.uaunisonschool.org,"S to Franklin Ave; G to Classon Ave; C to Clinton-Washington","B25, B26, B38, B44, B44-SBS, B45, B48, B49, B52, B65, B69",https://tools.nycenet.edu/snapshot/2019/13K351/EMS,40.684562,-73.96063,"170 Gates Avenue, Brooklyn NY 11238"
17K352,Ebbets Field Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","17",718-941-5097,https://www.efms352.org,"B, F, Q, S to Prospect Park; 2, 3, 4, 5 to Franklin Ave","B16, B41, B43, B44, B44-SBS, B48, B49",https://tools.nycenet.edu/snapshot/2019/17K352/EMS,40.664952,-73.959617,"46 Mckeever Place, Brooklyn NY 11225"
17K353,Elijah Stroud Middle School,Junior High-Intermediate-Middle,"05,06,07,08,SE","17",718-638-3067,https://www.ms353.org,"F, S to Park Place; 4, 5, C to Franklin Ave; 2, 3 to Eastern Parkway-Brooklyn Museum","B25, B41, B44-SBS, B45, B48, B49, B65, B69",https://tools.nycenet.edu/snapshot/2019/17K353/EMS,40.674798,-73.961356,"750 Classon Avenue, Brooklyn NY 11238"
17K354,The School of Integrated Learning,Junior High-Intermediate-Middle,"06,07,08,SE","17",718-774-0362,https://www.ms354.com,"3, 4 to Crown Hts-Utica Ave","B14, B15, B17, B25, B43, B45, B46, B46-SBS, B65",https://tools.nycenet.edu/snapshot/2019/17K354/EMS,40.67231,-73.937454,"1224 Park Place, Brooklyn NY 11213"
23K363,Brownsville Collaborative Middle School,Junior High-Intermediate-Middle,"0K,06,07,08,SE","23",718-495-1202,https://www.schools.nyc.gov/Find-a-School,L to Sutter Ave,"B12, B14, B25, B60, B7",https://tools.nycenet.edu/snapshot/2019/23K363/EMS,40.671293,-73.907616,"85 Watkins Street, Brooklyn NY 11212"
19K364,I.S. 364 Gateway,Junior High-Intermediate-Middle,"06,07,08,SE","19",718-642-3007,https://www.GatewayIS364.org,N/A,"B103, B13, B17, B82, B83, BM2, BM5",https://tools.nycenet.edu/snapshot/2019/19K364/EMS,40.64592,-73.880952,"1426 Freeport Loop, Brooklyn NY 11239"
18K366,The Science And Medicine Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","18",718-688-6400,https://www.schools.nyc.gov/Find-a-School,L to East 105th St,"B103, B6, B60, B82, B83, BM2, BM5",https://tools.nycenet.edu/snapshot/2019/18K366/EMS,40.647168,-73.891857,"965 East 107th Street, Brooklyn NY 11236"
22K381,I. S. 381,Junior High-Intermediate-Middle,"06,07,08,SE","22",718-252-0058,https://www.schools.nyc.gov/Find-a-School,N/A,"B11, B41, B44, B44-SBS, B49, B6, B7, B82, B9, BM1, BM3, BM4",https://tools.nycenet.edu/snapshot/2019/22K381/EMS,40.623501,-73.946591,"2500 Nostrand Avenue, Brooklyn NY 11210"
17K382,Academy for College Preparation and Career Explora,Secondary School,"06,07,08,09,10,11,12,SE","17",718-564-2566,https://www.schools.nyc.gov/Find-a-School,"2, 5, B, Q to Church Ave","B103, B12, B16, B35, B41, B44, B44-SBS, B49, BM1, BM2, BM3, BM4",https://tools.nycenet.edu/snapshot/2019/17K382/EMS,40.649654,-73.957243,"911 Flatbush Avenue, Brooklyn NY 11226"
32K383,J.H.S. 383 Philippa Schuyler,Junior High-Intermediate-Middle,"05,06,07,08,SE","32",718-574-0390,https://www.philippaschuyler383.org,"M to Knickerbocker Ave; L to DeKalb Ave","B13, B26, B38, B52, B54, B60, Q55, Q58",https://tools.nycenet.edu/snapshot/2019/32K383/EMS,40.697912,-73.918882,"1300 Greene Avenue, Brooklyn NY 11237"
32K384,P.S. /I.S. 384 Frances E. Carter,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","32",718-642-4890,https://www.schools.nyc.gov/Find-a-School,L to Wilson Ave,"B20, B26",https://tools.nycenet.edu/snapshot/2019/32K384/EMS,40.690031,-73.904793,"242 Cooper Street, Brooklyn NY 11207"
23K392,I.S. 392,Junior High-Intermediate-Middle,"06,07,08,SE","23",718-498-2491,https://www.schools.nyc.gov/Find-a-School,3 to Sutter Ave - Rutland Road,"B12, B14, B15, B45, B47, B60, B65, B7",https://tools.nycenet.edu/snapshot/2019/23K392/EMS,40.665488,-73.918024,"104 Sutter Avenue, Brooklyn NY 11212"
17K394,M.S. K394,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","17",718-756-3164,https://www.schools.nyc.gov/Find-a-School,"A, C to Utica Ave; 3, 4 to Crown Hts-Utica Ave","B12, B14, B15, B17, B25, B45, B46, B46-SBS, B47, B65",https://tools.nycenet.edu/snapshot/2019/17K394/EMS,40.672681,-73.928742,"188 Rochester Avenue, Brooklyn NY 11213"
19K404,Academy for Young Writers,Secondary School,"06,07,08,09,10,11,12,SE","19",718-688-7230,https://www.young-writers.squarespace.com,N/A,"B100, B13, B20, B3, B41, B47, B6, B83, B84, BM1, BM5, Q8",https://tools.nycenet.edu/snapshot/2019/19K404/EMS,40.657192,-73.873798,"1065 Elton Street, Brooklyn NY 11208"
19K409,East New York Family Academy,Secondary School,"06,07,08,09,10,11,12,SE","19",718-927-0012,https://www.schools.nyc.gov/Find-a-School,3 to Van Siclen Ave,"B15, B20, B6, B83, B84, BM5",https://tools.nycenet.edu/snapshot/2019/19K409/EMS,40.673866,-73.896249,"2057 Linden Boulevard, Brooklyn NY 11207"
19K422,Spring Creek Community School,Secondary School,"06,07,08,09,10,11,12,SE","19",718-688-7200,https://www.sccsbrooklyn.org,N/A,"B100, B13, B20, B3, B41, B47, B6, B83, B84, BM1, BM5, Q8",https://tools.nycenet.edu/snapshot/2019/19K422/EMS,40.657174,-73.874029,"1065 Elton Street, Brooklyn NY 11208"
15K442,M.S. 442 Carroll Gardens School for Innovation,Junior High-Intermediate-Middle,"06,07,08,SE","15",718-222-6420,https://www.ms442.org,"F, G to 15th St-Prospect Park","B61, B63, B67, B68, B69",https://tools.nycenet.edu/snapshot/2019/15K442/EMS,40.657091,-73.982859,"500 19th Street, Brooklyn NY 11231"
15K443,New Voices School of Academic & Creative Arts,Junior High-Intermediate-Middle,"06,07,08,SE","15",718-965-0390,https://www.newvoicesbrooklyn.org,"R to Prospect Ave; F, G to 15th St-Prospect Park","B37, B61, B63, B67, B68, B69",https://tools.nycenet.edu/snapshot/2019/15K443/EMS,40.660921,-73.988461,"330 18th Street, Brooklyn NY 11215"
15K447,The Math & Science Exploratory School,Junior High-Intermediate-Middle,"06,07,08,SE","15",718-330-9328,https://www.ms447.org,"G to Fulton St; C to Lafayette Ave; A to Hoyt & Schermerhorn; 2, 3, 4, 5, B, D, N, Q, R to Atlantic Ave - Barclays Center","B103, B25, B26, B37, B38, B41, B45, B52, B63, B65, B67",https://tools.nycenet.edu/snapshot/2019/15K447/EMS,40.683749,-73.980566,"345 Dean Street, Brooklyn NY 11217"
15K448,Brooklyn Collaborative Studies,Secondary School,"06,07,08,09,10,11,12,SE","15",718-923-4700,https://www.bcs448.org,"F, G to Carroll St","B57, B61, X12, X14, X17, X17A, X19, X3, X31, X42, X5, X8, X9",https://tools.nycenet.edu/snapshot/2019/15K448/EMS,40.679541,-74.001797,"610 Henry Street, Brooklyn NY 11231"
19K452,Frederick Douglass Academy VIII Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","19",718-348-2465,https://www.fdaviii.org,N/A,"B103, B13, B82, B83, BM2, BM5, Q8",https://tools.nycenet.edu/snapshot/2019/19K452/EMS,40.646909,-73.882094,"1400 Pennsylvania Avenue, Brooklyn NY 11239"
15K464,Park Slope Collegiate,Secondary School,"06,07,08,09,10,11,12,SE","15",718-832-4300,https://www.parkslopecollegiate.org,"R to 4th Ave - 9th St; F, G to 7th Ave","B103, B61, B63, B67, B69",https://tools.nycenet.edu/snapshot/2019/15K464/EMS,40.668966,-73.978637,"237 7 Avenue, Brooklyn NY 11215"
21K468,Kingsborough Early College School,Secondary School,"06,07,08,09,10,11,12,SE","21",718-333-7850,https://www.kecss.info,"N to Gravesend - 86th St; N to Ave U; D to 25th Ave","B1, B3, B4, B6, B64, B82, X28, X38",https://tools.nycenet.edu/snapshot/2019/21K468/EMS,40.592902,-73.986461,"2630 Benson Avenue, Brooklyn NY 11214"
17K484,Ronald Edmonds Learning Center II,Junior High-Intermediate-Middle,"06,07,08,SE","17",718-467-0306,https://www.schools.nyc.gov/Find-a-School,C to Ralph Ave,"B12, B14, B15, B25, B45, B47, B60, B65, B7",https://tools.nycenet.edu/snapshot/2019/17K484/EMS,40.673253,-73.920286,"430 Howard Avenue, Brooklyn NY 11233"
13K492,Academy of Arts and Letters,K-8,"0K,01,02,03,04,05,06,07,08,SE","13",718-222-1605,https://www.artsandlettersbklyn.org,"G to Clinton-Washington; C to Lafayette Ave","B25, B26, B38, B52, B54, B57, B62, B69",https://tools.nycenet.edu/snapshot/2019/13K492/EMS,40.69045,-73.970851,"225 Adelphi Street, Brooklyn NY 11205"
15K497,The Boerum Hill School for International Studies,Secondary School,"06,07,08,09,10,11,12,SE","15",718-330-9390,https://www.k497.org,"F, G to Bergen St; A, C to Hoyt & Schermerhorn","B103, B41, B45, B57, B61, B62, B63, B65, B67",https://tools.nycenet.edu/snapshot/2019/15K497/EMS,40.684898,-73.99329,"284 Baltic Street, Brooklyn NY 11201"
23K518,Kappa V (Knowledge and Power Preparatory Academy),Junior High-Intermediate-Middle,"06,07,08,SE","23",718-922-4690,https://www.schools.nyc.gov/Find-a-School,"L to New Lots Ave; 3 to Rockaway Ave","B15, B35, B60, B8",https://tools.nycenet.edu/snapshot/2019/23K518/EMS,40.655643,-73.906768,"985 Rockaway Avenue, Brooklyn NY 11212"
23K522,Mott Hall IV,Junior High-Intermediate-Middle,"06,07,08,SE","23",718-485-5240,https://www.schools.nyc.gov/Find-a-School,"J to Chauncey St; C to Rockaway Ave; A, L, Z to Broadway Junction","B12, B20, B25, B45, B47, B60, B65, B7, Q24",https://tools.nycenet.edu/snapshot/2019/23K522/EMS,40.678282,-73.915167,"1137 Herkimer Street, Brooklyn NY 11233"
13K527,Urban Assembly Institute of Math and Science for Y,Secondary School,"06,07,08,09,10,11,12,SE","13",718-260-2300,https://www.uainstitute.org,"G to Hoyt & Schermerhorn; B, Q to DeKalb Ave; A, C, F, R to Jay St-MetroTech; 2, 3, 4, 5 to Court St - CITY Hall","B103, B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B63, B65, B67, B69",https://tools.nycenet.edu/snapshot/2019/13K527/EMS,40.694881,-73.988556,"283 Adams Street, Brooklyn NY 11201"
17K543,"Science, Technology and Research Early College Hig",Secondary School,"06,07,08,09,10,11,12","17",718-564-2540,https://www.starearlycollege.org,"2, 5, B, Q to Church Ave","B103, B12, B16, B35, B41, B44, B44-SBS, B49, BM1, BM2, BM3, BM4",https://tools.nycenet.edu/snapshot/2019/17K543/EMS,40.649505,-73.956958,"911 Flatbush Avenue, Brooklyn NY 11226"
32K554,All City Leadership Secondary School,Secondary School,"06,07,08,09,10,11,12,SE","32",718-246-6500,https://www.schools.nyc.gov/Find-a-School,"L, M to Myrtle Ave-Wyckoff Ave","B13, B26, B38, B52, B54, B60, Q55, Q58",https://tools.nycenet.edu/snapshot/2019/32K554/EMS,40.697563,-73.913194,"321 Palmetto Street, Brooklyn NY 11237"
32K562,Evergreen Middle School for Urban Exploration,Junior High-Intermediate-Middle,"06,07,08,SE","32",718-455-0180,https://www.evergreen562.weebly.com,"L to Wilson Ave; J to Halsey St","B20, B26, B60, B7, Q24",https://tools.nycenet.edu/snapshot/2019/32K562/EMS,40.688741,-73.91072,"125 Covert Street, Brooklyn NY 11207"
14K577,Conselyea Preparatory School,Junior High-Intermediate-Middle,"06,07,08,SE","14",718-486-6211,https://www.ms577.net,"L to Bedford Ave; J, M, Z to Marcy Ave; G to Metropolitan Ave-Lorimer St","B24, B32, B39, B44, B44-SBS, B46, B48, B60, B62, Q54, Q59",https://tools.nycenet.edu/snapshot/2019/14K577/EMS,40.715118,-73.957181,"208 North 5th Street, Brooklyn NY 11211"
18K581,"The Middle School of Media, Law and Fine Arts",Junior High-Intermediate-Middle,"06,07,08,SE","18",718-773-3059,https://www.eastflatBUShcrs.org,N/A,"B12, B15, B17, B35, B46, B46-SBS, B47, B7",https://tools.nycenet.edu/snapshot/2019/18K581/EMS,40.659224,-73.928507,"905 Winthrop Street, Brooklyn NY 11203"
14K582,M.S. 582,Junior High-Intermediate-Middle,"06,07,08,SE","14",718-456-8218,https://www.Magnet582.com,L to Montrose Ave,"B24, B43, B48, B57, B60, Q54, Q59",https://tools.nycenet.edu/snapshot/2019/14K582/EMS,40.708785,-73.939369,"207 Bushwick Avenue, Brooklyn NY 11206"
14K586,Lyons Community School,Secondary School,"06,07,08,09,10,11,12,SE","14",718-782-0918,https://www.lyonscommunityschool.org,"L to Grand St; J, M to Lorimer St; G to Metropolitan Ave-Lorimer St","B24, B43, B46, B48, B60, Q54, Q59, S54, S57, S61, X10, X10B, X11",https://tools.nycenet.edu/snapshot/2019/14K586/EMS,40.709542,-73.944308,"223 Graham Avenue, Brooklyn NY 11206"
18K588,Middle School for Art and Philosophy,Junior High-Intermediate-Middle,"06,07,08,SE","18",718-342-7563,https://www.ms-ap.org,3 to Saratoga Ave,"B15, B17, B35, B47, B7, B8",https://tools.nycenet.edu/snapshot/2019/18K588/EMS,40.657913,-73.92003,"1084 Lenox Road, Brooklyn NY 11212"
17K590,Medgar Evers College Preparatory School,Secondary School,"06,07,08,09,10,11,12,SE","17",718-703-5400,https://www.mecps.org,"4, S to Franklin Ave; 3toNostrand Ave; 2, 5 to President St","B43, B44, B44-SBS, B45, B48, B49",https://tools.nycenet.edu/snapshot/2019/17K590/EMS,40.666914,-73.951553,"1186 Carroll Street, Brooklyn NY 11225"
20K609,Urban Assembly School for Criminal Justice,Secondary School,"06,07,08,09,10,11,12,SE","20",718-438-3893,https://www.uascriminaljustice.org,F to Ditmas Ave,"B11, B16, B35, B67, B69, B8",https://tools.nycenet.edu/snapshot/2019/20K609/EMS,40.63521,-73.982496,"4200 16th Avenue, Brooklyn NY 11204"
14K614,Young Women's Leadership School of Brooklyn,Secondary School,"06,07,08,09,10,11,12,SE","14",718-387-5641,https://www.tywlsbrooklyn.org,"L to Montrose Ave; J, M to Flushing Ave","B15, B43, B46, B47, B48, B57, B60, Q54, Q59",https://tools.nycenet.edu/snapshot/2019/14K614/EMS,40.705284,-73.938901,"325 Bushwick Avenue, Brooklyn NY 11206"
23K644,Eagle Academy for Young Men II,Secondary School,"06,07,08,09,10,11,12,SE","23",718-495-0863,https://www.eagleny.org,"J to Chauncey St; C to Rockaway Ave; A, L, Z to Broadway Junction","B12, B20, B25, B45, B47, B60, B65, B7, Q24",https://tools.nycenet.edu/snapshot/2019/23K644/EMS,40.677859,-73.914917,"1137 Herkimer Street, Brooklyn NY 11233"
19K654,Van Siclen Community Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","19",718-927-4701,https://www.vscschool.org,3 to Van Siclen Ave,"B15, B20, B6, B82, B83, B84, BM2, BM5",https://tools.nycenet.edu/snapshot/2019/19K654/EMS,40.659863,-73.885918,"800 Van Siclen Ave, Brooklyn NY 11207"
19K661,Vista Academy,Junior High-Intermediate-Middle,"06,07,08,SE","19",718-647-0913,https://www.vistaacademybrooklyn.com,"Z to Norwood Ave; J to Cleveland St; C to Shepherd Ave","B14, Q24, Q56, Q8",https://tools.nycenet.edu/snapshot/2019/19K661/EMS,40.677197,-73.884181,"350 Linwood Street, Brooklyn NY 11208"
19K662,Liberty Avenue Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","19",718-647-1301,https://www.libertyavems.com,"Z to Norwood Ave; J to Cleveland St; C to Shepherd Ave","B14, Q24, Q56, Q8",https://tools.nycenet.edu/snapshot/2019/19K662/EMS,40.677164,-73.884236,"350 Linwood Street, Brooklyn NY 11208"
19K663,School of the Future Brooklyn,Junior High-Intermediate-Middle,"06,07,08,SE","19",718-345-5190,https://www.sofbrooklyn.org,"L to Livonia Ave; 3 to Pennsylvania Ave","B14, B15, B20, B83",https://tools.nycenet.edu/snapshot/2019/19K663/EMS,40.665325,-73.897533,"574 Dumont Avenue, Brooklyn NY 11207"
23K664,Brooklyn Environmental Exploration School (BEES),Junior High-Intermediate-Middle,"06,07,08,SE","23",718-453-3039,https://www.brooklynbees.org,"L to Bushwick - Aberdeen; J to Chauncey St; C to Rockaway Ave; A, Z to Broadway Junction","B12, B20, B25, B26, B60, B7, B83, Q24, Q56",https://tools.nycenet.edu/snapshot/2019/23K664/EMS,40.680771,-73.910562,"251 Mac Dougal Street, Brooklyn NY 11233"
23K668,Riverdale Avenue Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","23",718-346-0764,https://www.schools.nyc.gov/Find-a-School,3 to Saratoga Ave,"B15, B35, B47, B60, B7, B8",https://tools.nycenet.edu/snapshot/2019/23K668/EMS,40.65954,-73.913671,"76 Riverdale Avenue, Brooklyn NY 11212"
23K671,Mott Hall Bridges Academy,Junior High-Intermediate-Middle,"06,07,08,SE","23",718-345-6912,https://www.mhbabrooklyn.com,3 to Rockaway Ave,"B12, B14, B60, B7",https://tools.nycenet.edu/snapshot/2019/23K671/EMS,40.666177,-73.911492,"210 Chester Street, Brooklyn NY 11212"
19K678,East New York Middle School of Excellence,Junior High-Intermediate-Middle,"06,07,08,SE","19",718-257-4061,https://www.schools.nyc.gov/Find-a-School,"C to Shepherd Ave; 3 to New Lots Ave","B13, B14, B15, B20, B6, B84, BM5, Q8",https://tools.nycenet.edu/snapshot/2019/19K678/EMS,40.669119,-73.879219,"605 Shepherd Avenue, Brooklyn NY 11208"
16K681,Madiba Prep Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","16",718-574-2804,https://www.MadibaPrep.com,"M, Z to Myrtle Ave; J to Kosciusko St","B15, B38, B46, B46-SBS, B47, B52, B54, Q24",https://tools.nycenet.edu/snapshot/2019/16K681/EMS,40.692277,-73.931764,"1014 Lafayette Avenue, Brooklyn NY 11221"
16K681,Madiba Prep Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","16",718-574-2804,https://www.MadibaPrep.com,"M, Z to Myrtle Ave; J to Kosciusko St","B15, B38, B46, B46-SBS, B47, B52, B54, Q24",https://tools.nycenet.edu/snapshot/2019/16K681/EMS,40.692229,-73.931803,"1014 Lafayette Avenue, Brooklyn NY 11221"
20K686,Brooklyn School of Inquiry,K-8,"0K,01,02,03,04,05,06,07,08,SE","20",718-621-5730,https://www.bsi686.org,N to Kings Highway,"B4, B6, B82",https://tools.nycenet.edu/snapshot/2019/20K686/EMS,40.606955,-73.986656,"50 Avenue P, Brooklyn NY 11204"
21K690,Brooklyn Studio Secondary School,Secondary School,"06,07,08,09,10,11,12,SE","21",718-266-5032,https://www.brooklynstudio.org,D to 20th Ave,"B1, B4, B6, B64, B8, B82",https://tools.nycenet.edu/snapshot/2019/21K690/EMS,40.60523,-73.994926,"8310 21st Avenue, Brooklyn NY 11214"
13K691,Fort Greene Preparatory Academy,Junior High-Intermediate-Middle,"06,07,08,SE","13",718-254-9401,https://www.fortgreeneprep.org,G to Clinton-Washington,"B38, B54, B57, B62, B67, B69",https://tools.nycenet.edu/snapshot/2019/13K691/EMS,40.694255,-73.971511,"100 Clermont Avenue, Brooklyn NY 11205"
17K722,New Heights Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","17",718-467-4501,https://www.newheightsms.org,"3, 4 to Crown Hts-Utica Ave","B12, B17, B43, B46, B46-SBS",https://tools.nycenet.edu/snapshot/2019/17K722/EMS,40.662297,-73.936314,"790 East New York Avenue, Brooklyn NY 11203"
19K760,Highland Park Community School,Junior High-Intermediate-Middle,"06,07,08,SE","19",718-235-1785,https://www.highlandparkschool.org,"J, Z to Crescent St","B13, Q24, Q56",https://tools.nycenet.edu/snapshot/2019/19K760/EMS,40.685772,-73.869562,"528 Ridgewood Avenue, Brooklyn NY 11208"
18K763,Brooklyn Science and Engineering Academy,Junior High-Intermediate-Middle,"06,07,08,SE","18",718-240-3790,https://www.brooklynsea.org,N/A,"B17, B35, B46, B46-SBS, B47, B7, B8",https://tools.nycenet.edu/snapshot/2019/18K763/EMS,40.648002,-73.925889,"5404 Tilden Avenue, Brooklyn NY 11203"
15K821,Sunset Park Prep,Junior High-Intermediate-Middle,"06,07,08,SE","15",718-840-1951,https://www.sunsetparkprep.com,"R to 45th St; D, N, R to 36th St - 4 Ave","B11, B35, B37, B63, B70",https://tools.nycenet.edu/snapshot/2019/15K821/EMS,40.652059,-74.007675,"4004 4th Avenue, Brooklyn NY 11232"
15K839,M.S. 839,Junior High-Intermediate-Middle,"06,07,08,SE","15",718-686-2730,https://www.ms839.org,"F, G to Fort Hamilton Parkway","B103, B16, B35, B67, B68, B69, BM3, BM4",https://tools.nycenet.edu/snapshot/2019/15K839/EMS,40.647609,-73.973425,"713 Caton Avenue, Brooklyn NY 11218"
22K890,M.S. 890,Junior High-Intermediate-Middle,"06,07,08,SE","22",929-397-9200,https://www.ms890.org,"F, G, to Fort Hamilton Parkway; Q to Beverley Road","B103, B16, B35, B68, BM3, BM4",https://tools.nycenet.edu/snapshot/2019/22K890/EMS,40.644958,-73.971158,"510 Coney Island Avenue, Brooklyn NY 11218"
16K898,The Brooklyn Green School,Junior High-Intermediate-Middle,"06,07,SE","16",718-574-2834,https://www.d16brooklyn.com/new-middle-school-16k898,"A, C to Utica Ave","B15,B25,B26,B43,B46,B46-SBS,B52,B65",https://tools.nycenet.edu/snapshot/2019/16K898/EMS,40.674773,-73.928917,"130RochesterAve,BrooklynNY11213"
19K907,Legacy School of the Arts,Junior High-Intermediate-Middle,"06,07,SE","19","718-240-2700, ext. 2034",https://www.schools.nyc.gov/Find-a-School,"L to New Lots Ave; 3 to Pennsylvania Ave",": B14, B15, B20, B83",https://tools.nycenet.edu/snapshot/2019/19K907/EMS,40.662196,-73.894854,"590 Sheffield Ave, Brooklyn, NY 11207"
04M007,P.S. 007 Samuel Stern,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","4",212-860-5827,https://www.schools.nyc.gov/Find-a-School,"6 to 116th St; 4, 5 to 125th St","Bx15, BxM10, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M100, M101, M102, M103, M116, M15, M15-SBS, M35, M60-SBS, M98",https://tools.nycenet.edu/snapshot/2019/04M007/EMS,40.800834,-73.939212,"160 East 120th Street, Manhattan NY 10035"
04M012,Tag Young Scholars,K-8,"0K,01,02,03,04,05,06,07,08","4",212-860-6003,https://www.tagscholars.com,6 to 110th St,"M1, M101, M102, M103, M106, M116, M15, M15-SBS, M2, M3, M4, M96, M98",https://tools.nycenet.edu/snapshot/2019/04M012/EMS,40.792449,-73.942406,"240 East 109th Street, Manhattan NY 10029"
06M018,P.S. 018 Park Terrace,K-8,"0K,01,02,03,04,05,06,07,08,SE","6",917-521-2220,https://www.schools.nyc.gov/Find-a-School,"A to Inwood - 207th St; 1 to Marble Hill - 225th St","Bx12, Bx12-SBS, Bx20, Bx3, Bx32, Bx7, Bx9, BxM1, BxM18, BxM2, BxM3, M100",https://tools.nycenet.edu/snapshot/2019/06M018/EMS,40.871287,-73.91176,"4124 9th Avenue, Manhattan NY 10034"
01M034,P.S. 034 Franklin D. Roosevelt,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","1",212-228-4433,https://www.sites.google.com/site/fdracademy34,L to 1st Ave,"M14A, M14D, M21, M23, M8, M9, X14, X2, X42, X5",https://tools.nycenet.edu/snapshot/2019/01M034/EMS,40.726253,-73.975332,"730 East 12th Street, Manhattan NY 10009"
05M046,P.S. 046 Arthur Tappan,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","5",212-360-1519,https://www.schools.nyc.gov/Find-a-School,"B, C, D to 155th St; 1 to 157th St","Bx13, Bx6, M10, M100, M101, M2, M3, M4, M5",https://tools.nycenet.edu/snapshot/2019/05M046/EMS,40.830136,-73.93613,"2987 Frederick Douglass Boulevard, Manhattan NY 10039"
